Customer ID,Churn,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Location ID,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Zip Code Population,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score
6128-DAFVY,No,Female,58,No,No,No,No,0,NIHQAN8382,United States,California,Willits,95490,"39.492046, -123.375818",39.492046,-123.375818,13472,1,Q3,No,0,56,,No,0.0,No,Yes,DSL,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,44.85,2564.95,0.0,0,0.0,2564.95,5
9933-QRGTX,No,Female,59,No,No,Yes,No,0,MKTBYI9344,United States,California,Windsor,95492,"38.527297, -122.810044",38.527297,-122.810044,23701,1,Q3,Yes,6,60,,Yes,32.5,No,Yes,Fiber Optic,13,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.2,5611.75,0.0,0,1950.0,7561.75,4
4476-OSWTN,No,Male,73,No,Yes,Yes,No,0,BPNZIE3988,United States,California,Witter Springs,95493,"39.222323, -122.985488",39.222323,-122.985488,240,1,Q3,Yes,2,69,,Yes,8.3,Yes,Yes,Fiber Optic,14,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,110.55,7610.1,0.0,0,572.7,8182.8,3
3751-KTZEL,Yes,Female,62,No,No,No,No,0,MINNRT8982,United States,California,Yorkville,95494,"38.888351, -123.239647",38.888351,-123.239647,335,1,Q3,No,0,1,Offer E,No,0.0,No,Yes,DSL,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,35.05,35.05,0.0,0,0.0,35.05,1
1977-STDKI,Yes,Female,72,No,Yes,No,No,0,WCTAZL4328,United States,California,The Sea Ranch,95497,"38.696659, -123.436861",38.696659,-123.436861,752,1,Q3,No,0,1,,Yes,20.55,No,Yes,Fiber Optic,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.0,73.0,0.0,0,20.55,93.55,1
5066-GFJMM,No,Female,55,No,No,Yes,No,0,FBKAUB2636,United States,California,Eureka,95501,"40.796621, -124.15428",40.796621,-124.15428,23224,1,Q3,Yes,4,3,Offer E,Yes,41.36,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.9,45.75,0.0,0,124.08,169.82999999999998,5
2661-GKBTK,No,Male,39,No,No,Yes,Yes,3,NEISWK5574,United States,California,Eureka,95503,"40.737431, -124.108897",40.737431,-124.108897,23570,1,Q3,Yes,7,60,,Yes,27.2,No,Yes,DSL,21,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,76.95,4543.95,0.0,0,1632.0,6175.95,4
0458-HEUZG,No,Female,58,No,No,No,No,0,QXYELH9938,United States,California,Alderpoint,95511,"40.166028, -123.584144",40.166028,-123.584144,261,1,Q3,No,0,13,Offer D,No,0.0,No,Yes,Cable,13,No,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,35.4,450.4,0.0,100,0.0,550.4,3
7268-WNTCP,No,Male,45,No,No,Yes,Yes,2,ARTHTQ4681,United States,California,Blocksburg,95514,"40.309088, -123.668201",40.309088,-123.668201,199,1,Q3,Yes,2,62,,Yes,1.87,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.45,1297.35,0.0,0,115.94000000000001,1413.29,4
0824-VWDPO,No,Female,58,No,No,No,No,0,IJBMWE4488,United States,California,Mckinleyville,95519,"40.965011, -124.015255",40.965011,-124.015255,15921,1,Q3,No,0,45,,Yes,1.57,Yes,Yes,Fiber Optic,30,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,96.75,4442.75,0.0,0,70.65,4513.4,4
8409-WQJUX,No,Female,37,No,No,No,No,0,NRCRNN1499,United States,California,Arcata,95521,"40.839958, -124.003757",40.839958,-124.003757,19596,1,Q3,No,0,25,Offer C,No,0.0,No,Yes,Cable,29,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,54.2,1423.15,0.0,0,0.0,1423.15,3
2578-JQPHZ,No,Male,30,No,No,No,No,0,MCJFLX6415,United States,California,Bayside,95524,"40.825486, -124.049485",40.825486,-124.049485,1689,1,Q3,No,0,44,Offer B,Yes,48.95,No,Yes,Fiber Optic,59,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,100.1,4378.35,0.0,0,2153.8,6532.150000000001,3
3278-FSIXX,No,Female,34,No,No,No,No,0,JYPWHA3225,United States,California,Blue Lake,95525,"40.94338, -123.831799",40.94338,-123.831799,1584,1,Q3,No,0,2,Offer E,Yes,39.5,No,Yes,Cable,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.25,74.2,0.0,0,79.0,153.2,3
5813-UECBU,Yes,Male,78,No,Yes,No,No,0,ZYUWYK9563,United States,California,Bridgeville,95526,"40.372532, -123.525626",40.372532,-123.525626,695,1,Q3,No,0,33,,Yes,38.53,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,83.85,2716.3,0.0,0,1271.49,3987.79,2
0328-GRPMV,Yes,Female,43,No,No,No,No,0,GXKCMM3444,United States,California,Burnt Ranch,95527,"40.854512, -123.450097",40.854512,-123.450097,485,1,Q3,No,0,1,,Yes,17.37,No,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.1,70.1,0.0,0,17.37,87.47,1
9746-UGFAC,No,Female,50,No,No,No,No,0,AUYDPQ8469,United States,California,Carlotta,95528,"40.497283, -123.93037",40.497283,-123.93037,1072,1,Q3,No,0,22,Offer D,Yes,10.25,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.85,450.65,0.0,0,225.5,676.15,5
2946-KIQSP,No,Female,59,No,No,No,No,0,AMVYGJ7872,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644,42239,1,Q3,No,0,35,Offer C,No,0.0,No,Yes,Cable,12,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,33.45,1175.85,0.0,30,0.0,1205.85,5
0625-AFOHS,No,Female,40,No,No,Yes,Yes,1,SYVDRM7955,United States,California,Ferndale,95536,"40.4785, -124.301372",40.4785,-124.301372,2965,1,Q3,Yes,5,29,Offer C,Yes,34.44,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.2,558.8,0.0,0,998.76,1557.56,3
6726-WEXXK,No,Male,72,No,Yes,Yes,No,0,BOPSJN9427,United States,California,Fields Landing,95537,"40.726949, -124.217378",40.726949,-124.217378,228,1,Q3,Yes,7,27,,Yes,41.11,Yes,Yes,Fiber Optic,14,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.9,2220.1,0.0,0,1109.97,3330.0699999999997,3
4636-OLWOE,No,Male,20,Yes,No,No,Yes,2,MQJMEZ3627,United States,California,Fortuna,95540,"40.584991, -124.121504",40.584991,-124.121504,12241,1,Q3,No,0,54,Offer B,Yes,4.16,No,Yes,Cable,59,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,61.0,3283.05,0.0,0,224.64000000000001,3507.69,4
4342-HENTK,Yes,Female,67,No,Yes,No,No,0,FCYPPJ5482,United States,California,Garberville,95542,"40.057784, -123.679461",40.057784,-123.679461,2423,1,Q3,No,0,2,,Yes,12.52,No,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.65,142.35,0.0,0,25.04,167.39,1
4685-ERGHK,No,Male,45,No,No,No,No,0,FGNCRU2914,United States,California,Gasquet,95543,"41.867908, -123.794144",41.867908,-123.794144,532,1,Q3,No,0,57,Offer B,Yes,36.08,Yes,Yes,Fiber Optic,26,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,86.9,4939.25,0.0,0,2056.56,6995.8099999999995,5
0885-HMGPY,No,Male,55,No,No,No,No,0,SOLMEP2923,United States,California,Honeydew,95545,"40.342928, -124.063329",40.342928,-124.063329,82,1,Q3,No,0,62,Offer B,Yes,41.13,Yes,Yes,Cable,12,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.4,4237.5,0.0,0,2550.06,6787.5599999999995,3
5003-OKNNK,No,Female,44,No,No,Yes,Yes,3,DCXPPW1374,United States,California,Hoopa,95546,"41.163637, -123.704841",41.163637,-123.704841,3041,1,Q3,Yes,10,15,Offer D,Yes,46.64,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.35,335.95,0.0,0,699.6,1035.55,3
4195-SMMNX,Yes,Male,62,No,No,No,No,0,MVBMWN3714,United States,California,Hydesville,95547,"40.557314, -124.081662",40.557314,-124.081662,1201,1,Q3,No,0,2,,Yes,32.03,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.35,33.2,0.0,0,64.06,97.26,2
7208-PSIHR,No,Female,50,No,No,Yes,No,0,BJKYZN1991,United States,California,Klamath,95548,"41.572813, -124.035011",41.572813,-124.035011,1215,1,Q3,Yes,9,70,,Yes,5.46,Yes,Yes,Fiber Optic,30,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,104.3,7188.5,0.0,30,382.2,7600.7,4
4012-ZTHBR,No,Female,33,No,No,Yes,Yes,2,QHTPLN1534,United States,California,Kneeland,95549,"40.664483, -123.865325",40.664483,-123.865325,264,1,Q3,Yes,6,21,Offer D,Yes,38.95,No,Yes,Cable,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.95,926.25,0.0,0,817.95,1744.2,5
0489-WMEMG,No,Female,61,No,No,No,Yes,3,KOYJUI5846,United States,California,Korbel,95550,"40.7666, -123.80458",40.7666,-123.80458,155,1,Q3,No,0,23,Offer D,Yes,25.85,No,Yes,Cable,53,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,49.45,1119.35,0.0,0,594.5500000000001,1713.9,3
7435-ZNUYY,No,Male,24,Yes,No,No,No,0,ZEZIIG1743,United States,California,Loleta,95551,"40.665952, -124.240051",40.665952,-124.240051,1447,1,Q3,No,0,6,Offer E,Yes,12.17,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.6,116.6,0.0,0,73.02,189.62,3
1354-YZFNB,No,Male,53,No,No,Yes,Yes,3,NZTQPK7744,United States,California,Mad River,95552,"40.390301, -123.412327",40.390301,-123.412327,265,1,Q3,No,0,4,Offer E,Yes,29.09,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.55,68.8,0.0,0,116.36,185.16,4
6956-SMUCM,Yes,Female,29,Yes,No,No,No,0,FXAOHK7982,United States,California,Miranda,95553,"40.210895, -123.86",40.210895,-123.86,867,1,Q3,No,0,3,,Yes,33.39,No,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99.0,287.4,0.0,10,100.17,397.57,1
2985-FMWYF,No,Female,46,No,No,No,No,0,DYOYHJ3849,United States,California,Myers Flat,95554,"40.267158, -123.805913",40.267158,-123.805913,644,1,Q3,No,0,23,Offer D,Yes,18.12,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.5,2341.55,0.0,0,416.76000000000005,2758.3100000000004,3
2812-ENYMO,No,Male,22,Yes,No,No,No,0,DIUJXJ3741,United States,California,Orick,95555,"41.336354, -124.044354",41.336354,-124.044354,494,1,Q3,No,0,26,Offer C,No,0.0,No,Yes,Cable,82,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,54.55,1362.85,0.0,0,0.0,1362.85,4
2717-HVIZY,No,Female,24,Yes,No,No,Yes,2,RVIUIB7815,United States,California,Orleans,95556,"41.269521, -123.546958",41.269521,-123.546958,574,1,Q3,No,0,8,Offer E,Yes,15.66,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,163.6,0.0,0,125.28,288.88,4
3223-WZWJM,Yes,Male,36,No,No,No,No,0,FCOYGD2354,United States,California,Petrolia,95558,"40.274302, -124.210902",40.274302,-124.210902,300,1,Q3,No,0,26,,Yes,14.3,Yes,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.95,2254.2,0.0,0,371.8,2626.0,1
3422-GALYP,No,Male,20,Yes,No,No,No,0,OIFVLY2175,United States,California,Phillipsville,95559,"40.184094, -123.745487",40.184094,-123.745487,163,1,Q3,No,0,2,Offer E,Yes,28.61,Yes,Yes,Fiber Optic,85,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.45,145.15,0.0,0,57.22,202.37,4
9053-JZFKV,Yes,Male,25,Yes,No,No,No,0,NQXQZK1499,United States,California,Redway,95560,"40.142256, -123.852927",40.142256,-123.852927,1851,1,Q3,No,0,67,Offer A,Yes,33.88,Yes,Yes,Fiber Optic,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,116.2,7752.3,0.0,0,2269.96,10022.26,2
2530-ENDWQ,Yes,Female,55,No,No,Yes,No,0,ANKPGY1628,United States,California,Rio Dell,95562,"40.485849, -124.163234",40.485849,-124.163234,3284,1,Q3,Yes,2,71,Offer A,Yes,40.52,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.7,6585.35,0.0,0,2876.92,9462.27,3
2890-WFBHU,No,Female,26,Yes,No,No,No,0,OYTKAA3619,United States,California,Salyer,95563,"40.89866, -123.539754",40.89866,-123.539754,660,1,Q3,No,0,59,Offer B,Yes,1.94,Yes,Yes,DSL,73,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,79.85,4786.1,0.0,0,114.46,4900.56,3
0327-WFZSY,No,Male,62,No,No,Yes,Yes,3,UUSMEN4487,United States,California,Samoa,95564,"40.809636, -124.189977",40.809636,-124.189977,395,1,Q3,Yes,9,39,Offer C,Yes,17.29,Yes,Yes,Fiber Optic,75,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.0,3835.55,0.0,0,674.31,4509.860000000001,3
7977-HXJKU,No,Male,45,No,No,No,Yes,2,MZMCBY2748,United States,California,Scotia,95565,"40.440636, -124.098739",40.440636,-124.098739,1125,1,Q3,No,0,21,Offer D,Yes,27.6,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,397.0,0.0,0,579.6,976.6,3
6615-ZGEDR,Yes,Male,42,No,No,No,No,0,PTYIUJ5914,United States,California,Smith River,95567,"41.950683, -124.097094",41.950683,-124.097094,2020,1,Q3,No,0,1,,Yes,1.91,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.7,19.7,0.0,0,1.91,21.61,2
7033-CLAMM,No,Female,60,No,No,Yes,Yes,2,TZHHEL4769,United States,California,Somes Bar,95568,"41.444606, -123.471895",41.444606,-123.471895,202,1,Q3,Yes,6,48,Offer B,Yes,18.64,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.2,1027.25,0.0,0,894.72,1921.97,5
4023-RTIQM,No,Female,72,No,Yes,Yes,No,0,UAUSBI4167,United States,California,Redcrest,95569,"40.363446, -123.835041",40.363446,-123.835041,400,1,Q3,Yes,10,31,Offer C,No,0.0,No,Yes,DSL,21,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,Yes,Credit Card,50.4,1580.1,0.0,0,0.0,1580.1,3
0864-FVJNJ,No,Female,63,No,No,Yes,Yes,1,MTRFKV2363,United States,California,Trinidad,95570,"41.162295, -124.027381",41.162295,-124.027381,2369,1,Q3,Yes,1,64,Offer B,Yes,6.83,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,113.35,7222.75,0.0,20,437.12,7679.87,3
7356-IWLFW,No,Male,43,No,No,Yes,Yes,1,TWCDVV7746,United States,California,Weott,95571,"40.310119, -123.909449",40.310119,-123.909449,270,1,Q3,Yes,1,46,Offer B,Yes,5.52,Yes,Yes,Fiber Optic,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.0,3769.7,0.0,0,253.92,4023.62,5
9541-PWTWO,No,Female,32,No,No,No,No,0,QYSFKY9662,United States,California,Willow Creek,95573,"40.949012, -123.655847",40.949012,-123.655847,1666,1,Q3,No,0,52,Offer B,Yes,38.71,Yes,Yes,DSL,21,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.95,4233.95,0.0,0,2012.92,6246.87,5
3967-VQOGC,No,Female,54,No,No,Yes,Yes,1,LTHHPL6558,United States,California,Leggett,95585,"39.873371, -123.741474",39.873371,-123.741474,321,1,Q3,Yes,4,67,,Yes,17.43,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.9,1680.25,0.0,0,1167.81,2848.06,5
7872-RDDLZ,No,Female,68,No,Yes,No,No,0,KVGCLR4952,United States,California,Piercy,95587,"39.955587, -123.681175",39.955587,-123.681175,200,1,Q3,No,0,67,,Yes,48.43,Yes,Yes,DSL,28,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.9,3725.5,0.0,0,3244.81,6970.3099999999995,4
9250-WYPLL,Yes,Female,20,Yes,No,No,No,0,UCLFLV4538,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644,42239,1,Q3,No,0,5,,Yes,35.22,Yes,Yes,Fiber Optic,58,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,75.55,413.65,0.0,0,176.1,589.75,2
6308-CQRBU,No,Female,32,No,No,Yes,No,0,QTQRAA3592,United States,California,Zenia,95595,"40.170357, -123.417298",40.170357,-123.417298,259,1,Q3,Yes,7,71,,Yes,29.78,Yes,Yes,Fiber Optic,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.25,7707.7,0.0,0,2114.38,9822.08,3
2754-XBHTB,Yes,Female,40,No,No,No,No,0,EXJNYT4492,United States,California,Amador City,95601,"38.431407, -120.8421",38.431407,-120.8421,222,1,Q3,No,0,9,,Yes,22.88,No,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.65,714.15,0.0,0,205.92,920.0699999999999,2
1597-LHYNC,Yes,Female,74,No,Yes,No,No,0,CCIFER9313,United States,California,Auburn,95602,"38.99003, -121.114408",38.99003,-121.114408,18197,1,Q3,No,0,26,,Yes,47.63,Yes,Yes,Fiber Optic,26,Yes,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.0,2497.2,0.0,60,1238.38,3795.58,1
0186-CAERR,No,Male,22,Yes,No,No,No,0,YPALNA6828,United States,California,Auburn,95603,"38.912881, -121.082766",38.912881,-121.082766,24944,1,Q3,No,0,71,,Yes,2.88,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,116.3,8309.55,0.0,0,204.48,8514.029999999999,4
3043-SUDUA,No,Female,35,No,No,No,No,0,ZEDURP8194,United States,California,West Sacramento,95605,"38.592745, -121.540036",38.592745,-121.540036,12756,1,Q3,No,0,32,Offer C,Yes,15.53,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.9,601.55,0.0,0,496.96,1098.51,3
5442-BHQNG,No,Female,32,No,No,No,No,0,PEPCPN3662,United States,California,Brooks,95606,"38.809804, -122.241383",38.809804,-122.241383,382,1,Q3,No,0,2,,Yes,44.77,No,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.35,139.25,0.0,0,89.54,228.79000000000002,5
2169-RRLFW,No,Female,48,No,No,Yes,No,0,AHHKDW9678,United States,California,Capay,95607,"38.681651, -122.130569",38.681651,-122.130569,262,1,Q3,Yes,3,71,,Yes,11.18,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.6,1888.25,0.0,0,793.78,2682.0299999999997,5
5872-OEQNH,No,Female,29,Yes,No,No,No,0,ECJIGS6393,United States,California,Carmichael,95608,"38.626128, -121.328011",38.626128,-121.328011,58830,1,Q3,No,0,60,Offer B,No,0.0,No,Yes,DSL,73,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,44.45,2773.9,0.0,0,0.0,2773.9,4
3162-KKZXO,No,Female,75,No,Yes,No,No,0,VRAYOL7473,United States,California,Citrus Heights,95610,"38.69508, -121.271616",38.69508,-121.271616,43718,1,Q3,No,0,55,,Yes,29.6,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.15,5409.75,0.0,0,1628.0,7037.75,4
7055-VKGDA,Yes,Male,31,No,No,No,No,0,YCVVDU2356,United States,California,Clarksburg,95612,"38.384648, -121.578701",38.384648,-121.578701,1417,1,Q3,No,0,54,Offer B,Yes,49.98,No,Yes,Fiber Optic,26,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.4,5643.4,0.0,0,2698.9199999999996,8342.32,1
0754-UKWQP,Yes,Male,63,No,No,No,No,0,GIYLUZ9536,United States,California,Cool,95614,"38.880622, -120.973865",38.880622,-120.973865,3674,1,Q3,No,0,2,,Yes,37.43,No,Yes,Fiber Optic,18,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.85,197.7,0.0,0,74.86,272.56,1
8873-GLDMH,No,Female,45,No,No,No,No,0,BBWZFL8581,United States,California,Courtland,95615,"38.311609, -121.554034",38.311609,-121.554034,699,1,Q3,No,0,6,,Yes,27.69,Yes,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.85,401.3,0.0,0,166.14000000000001,567.44,4
5696-JVVQY,No,Female,56,No,No,Yes,Yes,3,FJVXFC5381,United States,California,Davis,95616,"38.508735, -121.678813",38.508735,-121.678813,67411,1,Q3,Yes,1,48,Offer B,Yes,4.45,No,Yes,DSL,57,Yes,Yes,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card,70.1,3238.4,0.0,30,213.60000000000002,3482.0,4
8946-BFWSG,No,Male,19,Yes,No,Yes,Yes,3,XEHAOF5492,United States,California,Davis,95618,"38.544002, -121.685559",38.544002,-121.685559,648,1,Q3,Yes,8,63,Offer B,Yes,24.5,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25,1573.05,0.0,0,1543.5,3116.55,5
7493-TPUWZ,Yes,Male,64,No,No,No,No,0,UPHUPC5453,United States,California,Diamond Springs,95619,"38.683605, -120.811852",38.683605,-120.811852,4426,1,Q3,No,0,1,,Yes,24.48,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,79.15,0.0,0,24.48,103.63000000000001,1
0547-HURJB,No,Male,19,Yes,No,No,Yes,2,VZXUPI7463,United States,California,Dixon,95620,"38.392821, -121.799917",38.392821,-121.799917,18529,1,Q3,No,0,12,Offer D,Yes,19.38,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.05,235.8,0.0,0,232.56,468.36,3
8904-OPDCK,No,Male,76,No,Yes,Yes,No,0,SWUMFI2595,United States,California,Citrus Heights,95621,"38.69549, -121.307864",38.69549,-121.307864,41636,1,Q3,Yes,4,54,Offer B,No,0.0,No,Yes,DSL,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,1364.75,0.0,0,0.0,1364.75,3
8845-LWKGE,No,Female,56,No,No,Yes,Yes,1,DHWUCS6867,United States,California,El Dorado,95623,"38.63153, -120.842609",38.63153,-120.842609,4097,1,Q3,Yes,4,30,Offer C,Yes,36.74,No,Yes,Cable,18,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,64.5,1985.15,0.0,0,1102.2,3087.3500000000004,5
1577-HKTFG,Yes,Female,42,No,No,Yes,No,0,MZMBPH9135,United States,California,Elk Grove,95624,"38.434138, -121.30587",38.434138,-121.30587,38534,1,Q3,Yes,1,30,,Yes,15.36,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.65,655.85,0.0,0,460.79999999999995,1116.65,1
8752-STIVR,Yes,Female,61,No,No,No,No,0,KPLLCA6478,United States,California,Elmira,95625,"38.349195, -121.902943",38.349195,-121.902943,171,1,Q3,No,0,4,,Yes,27.57,No,Yes,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.0,303.15,0.0,0,110.28,413.42999999999995,3
0691-NIKRI,No,Female,41,No,No,No,No,0,CERNAE5746,United States,California,Elverta,95626,"38.734997, -121.463719",38.734997,-121.463719,6197,1,Q3,No,0,40,Offer B,Yes,16.73,Yes,Yes,Fiber Optic,14,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.95,4335.2,0.0,0,669.2,5004.4,5
5022-JNQEQ,No,Female,39,No,No,Yes,Yes,1,YFALOI8386,United States,California,Esparto,95627,"38.834469, -122.127193",38.834469,-122.127193,2756,1,Q3,Yes,10,9,,Yes,8.1,No,Yes,Fiber Optic,20,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.85,647.5,0.0,0,72.89999999999999,720.4,5
4558-FANTW,Yes,Female,30,No,No,Yes,No,0,BRSEND6175,United States,California,Fair Oaks,95628,"38.652065, -121.25441",38.652065,-121.25441,40750,1,Q3,Yes,1,17,Offer D,Yes,41.95,No,Yes,Fiber Optic,51,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.85,1574.45,0.0,0,713.1500000000001,2287.6000000000004,1
3249-VHRIP,No,Female,38,No,No,No,No,0,STRSEL2123,United States,California,Fiddletown,95629,"38.513484, -120.704613",38.513484,-120.704613,850,1,Q3,No,0,62,Offer B,No,0.0,No,Yes,Cable,30,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,43.6,2748.7,0.0,0,0.0,2748.7,4
3736-BLEPA,No,Male,50,No,No,No,No,0,VYDRPR1838,United States,California,Folsom,95630,"38.672638, -121.147403",38.672638,-121.147403,51855,1,Q3,No,0,28,Offer C,Yes,13.69,No,Yes,Fiber Optic,12,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,91.25,2483.65,0.0,0,383.32,2866.9700000000003,5
